tf,confidence,target,mor,likelihood
Fezf1,E,Phldb1,1,1
Fezf1,E,Pi4kb,1,1
Fezf1,E,Pja1,1,1
Fezf1,E,Pkib,1,1
Fezf1,E,Pla2g2a,1,1
Fezf1,E,Plcb1,1,1
Fezf1,E,Plin5,1,1
Fezf1,E,Plppr1,1,1
Fezf1,E,Pmvk,1,1
Fezf1,E,Pole,1,1
Fezf1,E,Ppfibp1,1,1
Fezf1,E,Ppip5k2,1,1
Fezf1,E,Ppp1r12b,1,1
Fezf1,E,Ppp2r2d,1,1
Fezf1,E,Ppp5c,1,1
Fezf1,E,Prepl,1,1
Fezf1,E,Psenen,1,1
Fezf1,E,Psmb8,1,1
Fezf1,E,Ptpn1,1,1
Fezf1,E,Ptpn4,1,1
Fezf1,E,Ptprn,1,1
Fezf1,E,Pxn,1,1
Fezf1,E,R3hdm1,1,1
Fezf1,E,Rab3c,1,1
Fezf1,E,Ralyl,1,1
Fezf1,E,Rangap1,1,1
Fezf1,E,Rapgef4,1,1
Fezf1,E,Rasl11a,1,1
Fezf1,E,Rbm33,1,1
Fezf1,E,Rccd1,1,1
Fezf1,E,Reck,1,1
Fezf1,E,Rere,1,1
Fezf1,E,Retreg1,1,1
Fezf1,E,Retsat,1,1
Fezf1,E,Rgs5,1,1
Fezf1,E,Rnase4,1,1
Fezf1,E,Rnf26,1,1
Fezf1,E,Sdad1,1,1
Fezf1,E,Sdf4,1,1
Fezf1,E,Sec13,1,1
Fezf1,E,Sec16b,1,1
Fezf1,E,Selenop,1,1
Fezf1,E,Sema3d,1,1
Fezf1,E,Sertad4,1,1
Fezf1,E,Setd2,1,1
Fezf1,E,Set,1,1
Fezf1,E,Shh,1,1
Fezf1,E,Shisa6,1,1
Fezf1,E,Siglece,1,1
Fezf1,E,Slain1,1,1
Fezf1,E,Slc10a7,1,1
Fezf1,E,Slc16a7,1,1
Fezf1,E,Slc1a5,1,1
Fezf1,E,Slc22a6,1,1
Fezf1,E,Slc28a1,1,1
Fezf1,E,Slc35c2,1,1
Fezf1,E,Slc37a4,1,1
Fezf1,E,Slc47a1,1,1
Fezf1,E,Slc6a4,1,1
Fezf1,E,Slit2,1,1
Fezf1,E,Smad7,1,1
Fezf1,E,Smap2,1,1
Fezf1,E,Smpx,1,1
Fezf1,E,Smyd3,1,1
Fezf1,E,Smyd4,1,1
Fezf1,E,Snx11,1,1
Fezf1,E,Snx21,1,1
Fezf1,E,Son,1,1
Fezf1,E,Sparc,1,1
Fezf1,E,Arxes1,1,1
Fezf1,E,Arxes2,1,1
Fezf1,E,Spcs3,1,1
Fezf1,E,Spdl1,1,1
Fezf1,E,Sphkap,1,1
Fezf1,E,Spin2-ps6,1,1
Fezf1,E,Spin2g,1,1
Fezf1,E,Spin2e,1,1
Fezf1,E,Spin2f,1,1
Fezf1,E,Spin2d,1,1
Fezf1,E,Srcap,1,1
Fezf1,E,Stam,1,1
Fezf1,E,Stat5a,1,1
Fezf1,E,Styxl1,1,1
Fezf1,E,Sulf1,1,1
Fezf1,E,Svil,1,1
Fezf1,E,Taf9b,1,1
Fezf1,E,Tbce,1,1
Fezf1,E,Tcf4,1,1
Fezf1,E,Tctex1d1,1,1
Fezf1,E,Tctn3,1,1
Fezf1,E,Tead4,1,1
Fezf1,E,Telo2,1,1
Fezf1,E,Tes,1,1
Fezf1,E,Tfap2a,1,1
Fezf1,E,Thap3,1,1
Fezf1,E,Thpo,1,1
Fezf1,E,Timm13,1,1
Fezf1,E,Tjap1,1,1
Fezf1,E,Tjp1,1,1
Fezf1,E,Tmcc1,1,1
Fezf1,E,Tmem115,1,1
Fezf1,E,Tmem139,1,1
Fezf1,E,Tmem252,1,1
Fezf1,E,Tmem260,1,1
Fezf1,E,Tnfaip1,1,1
Fezf1,E,Tnfsf12,1,1
Fezf1,E,Tnfsfm13,1,1
Fezf1,E,Tnks,1,1
Fezf1,E,Tnni2,1,1
Fezf1,E,Top1mt,1,1
Fezf1,E,Trp53,1,1
Fezf1,E,Trp53bp1,1,1
Fezf1,E,Trpd52l3,1,1
Fezf1,E,Tpm2,1,1
Fezf1,E,Tsga10,1,1
Fezf1,E,Tsku,1,1
Fezf1,E,Ttc23l,1,1
Fezf1,E,Ttc39a,1,1
Fezf1,E,Ttf1,1,1
Fezf1,E,Twistnb,1,1
Fezf1,E,Txlna,1,1
Fezf1,E,U2af1l4,1,1
Fezf1,E,Uba5,1,1
Fezf1,E,Ubr4,1,1
Fezf1,E,Unc5d,1,1
Fezf1,E,Usp16,1,1
Fezf1,E,Usp44,1,1
Fezf1,E,Utp4,1,1
Fezf1,E,Vopp1,1,1
Fezf1,E,Vps36,1,1
Fezf1,E,Wdr5,1,1
Fezf1,E,Wdr55,1,1
Fezf1,E,Wdr83,1,1
Fezf1,E,Wnk1,1,1
Fezf1,E,Wnt2,1,1
Fezf1,E,Zbtb20,1,1
Fezf1,E,Zic4,1,1
Fezf1,E,Zfp202,1,1
Fezf1,E,Zfp385b,1,1
Fezf1,E,Zfp638,1,1
Fezf1,E,Zfy1,1,1
Fezf1,E,Zfy2,1,1
Fezf1,E,Zranb3,1,1
Fezf2,E,Abcc12,1,1
Fezf2,E,Abcg8,1,1
Fezf2,E,Adam2,1,1
Fezf2,E,Adam30,1,1
Fezf2,E,Adcy8,1,1
Fezf2,E,Adgb,1,1
Fezf2,E,Adrb3,1,1
Fezf2,E,Agxt2,1,1
Fezf2,E,Alpi,1,1
Fezf2,E,Alppl2,1,1
Fezf2,E,Akp3,1,1
Fezf2,E,Ankrd34b,1,1
Fezf2,E,Aqp2,1,1
Fezf2,E,Arhgap36,1,1
Fezf2,E,Armc3,1,1
Fezf2,E,Arx,1,1
Fezf2,E,Asb10,1,1
Fezf2,E,Atoh1,1,1
Fezf2,E,Atp12a,1,1
Fezf2,E,Atp6v0a4,1,1
Fezf2,E,Avp,1,1
Fezf2,E,Awat2,1,1
Fezf2,E,Banf2,1,1
Fezf2,E,Barhl1,1,1
Fezf2,E,Barhl2,1,1
Fezf2,E,Bpifa5,1,1
Fezf2,E,Bpifa1,1,1
Fezf2,E,Bpifa3,1,1
Fezf2,E,D7Ertd443e,1,1
Fezf2,E,AI593442,1,1
Fezf2,E,1700113H08Rik,1,1
Fezf2,E,4933402J07Rik,1,1
Fezf2,E,2310050C09Rik,1,1
Fezf2,E,CK137956,1,1
Fezf2,E,C1ql2,1,1
Fezf2,E,1700021F07Rik,1,1
Fezf2,E,D630023F18Rik,1,1
Fezf2,E,Jakmip1,1,1
Fezf2,E,4930524B15Rik,1,1
Fezf2,E,Cabs1,1,1
Fezf2,E,Cacng2,1,1
Fezf2,E,Cacng3,1,1
Fezf2,E,Cartpt,1,1
Fezf2,E,Casr,1,1
Fezf2,E,Cbln2,1,1
Fezf2,E,Ccdc185,1,1
Fezf2,E,Ccdc42,1,1
Fezf2,E,Ccer1,1,1
Fezf2,E,Cd5l,1,1
Fezf2,E,Cdk5r2,1,1
Fezf2,E,Cetn1,1,1
Fezf2,E,Chil4,1,1
Fezf2,E,Chia1,1,1
Fezf2,E,Chil6,1,1
Fezf2,E,Chil3,1,1
Fezf2,E,Chil5,1,1
Fezf2,E,Chrm1,1,1
Fezf2,E,Chrna1,1,1
Fezf2,E,Chrna4,1,1
Fezf2,E,Col6a5,1,1
Fezf2,E,Cpn1,1,1
Fezf2,E,Creg2,1,1
Fezf2,E,Crh,1,1
Fezf2,E,Csn1s1,1,1
Fezf2,E,Csn3,1,1
Fezf2,E,Cst9,1,1
Fezf2,E,9230104L09Rik,1,1
Fezf2,E,Ctxn3,1,1
Fezf2,E,Cylc1,1,1
Fezf2,E,Cylc2,1,1
Fezf2,E,Cyp24a1,1,1
Fezf2,E,Dcx,1,1
Fezf2,E,Ddi1,1,1
Fezf2,E,Ddx3y,1,1
Fezf2,E,Defa2,1,1
Fezf2,E,Defa34,1,1
Fezf2,E,Defa25,1,1
Fezf2,E,Defa31,1,1
Fezf2,E,AY761185,1,1
Fezf2,E,Defa5,1,1
Fezf2,E,Defa33,1,1
Fezf2,E,Defa17,1,1
Fezf2,E,Defa36,1,1
Fezf2,E,Defa21,1,1
Fezf2,E,Defa37,1,1
Fezf2,E,Defa20,1,1
Fezf2,E,Defa29,1,1
Fezf2,E,Defa30,1,1
Fezf2,E,Defa23,1,1
Fezf2,E,Defa26,1,1
Fezf2,E,Defa3,1,1
Fezf2,E,Defa22,1,1
Fezf2,E,Defa28,1,1
Fezf2,E,Defa27,1,1
Fezf2,E,AY761184,1,1
Fezf2,E,Defa24,1,1
Fezf2,E,Defa35,1,1
Fezf2,E,Defa32,1,1
Fezf2,E,Defb36,1,1
Fezf2,E,Dgkk,1,1
Fezf2,E,Dmrt1,1,1
Fezf2,E,Dmrt3,1,1
Fezf2,E,Dmrtb1,1,1
Fezf2,E,Dmrtc2,1,1
Fezf2,E,Dnajb8,1,1
Fezf2,E,Dpysl5,1,1
Fezf2,E,Drd1,1,1
Fezf2,E,Dusp9,1,1
Fezf2,E,Elf5,1,1
Fezf2,E,Fam181a,1,1
Fezf2,E,Fam216b,1,1
Fezf2,E,Fam25c,1,1
Fezf2,E,Fam71b,1,1
Fezf2,E,Fam71e2,1,1
Fezf2,E,Fibcd1,1,1
Fezf2,E,Fmr1nb,1,1
Fezf2,E,Foxg1,1,1
Fezf2,E,Frmpd2,1,1
Fezf2,E,Fscb,1,1
Fezf2,E,Fshb,1,1
Fezf2,E,Gabra3,1,1
Fezf2,E,Gabra5,1,1
Fezf2,E,Gabrg2,1,1
Fezf2,E,Gabrq,1,1
Fezf2,E,Gad2,1,1
Fezf2,E,Galntl5,1,1
Fezf2,E,Ggt1,1,1
Fezf2,E,Gh,1,1
Fezf2,E,Gk2,1,1
Fezf2,E,Gng13,1,1
Fezf2,E,Gpr6,1,1
Fezf2,E,Guca1a,1,1
Fezf2,E,Hao1,1,1
Fezf2,E,Hbq1a,1,1
Fezf2,E,Hbq1b,1,1
Fezf2,E,Hcrt,1,1
Fezf2,E,Hoxc11,1,1
Fezf2,E,Hoxc13,1,1
Fezf2,E,Hoxd13,1,1
Fezf2,E,Hs3st4,1,1
Fezf2,E,Htr2c,1,1
Fezf2,E,Htr5a,1,1
Fezf2,E,Il1f9,1,1
Fezf2,E,Ina,1,1
Fezf2,E,Iqcf3,1,1
Fezf2,E,Isx,1,1
Fezf2,E,Jph3,1,1
Fezf2,E,Kcna1,1,1
Fezf2,E,Kcnj4,1,1
Fezf2,E,Kif2b,1,1
Fezf2,E,Krt32,1,1
Fezf2,E,Krt31,1,1
Fezf2,E,Krt33a,1,1
Fezf2,E,Krt33b,1,1
Fezf2,E,Krt34,1,1
Fezf2,E,Krt71,1,1
Fezf2,E,Krt73,1,1
Fezf2,E,Krt75,1,1
Fezf2,E,Krt82,1,1
Fezf2,E,Krtap1-5,1,1
Fezf2,E,Krtap11-1,1,1
Fezf2,E,Krtap3-3,1,1
Fezf2,E,Krtap3-2,1,1
Fezf2,E,Krtap4-7,1,1
Fezf2,E,Krtap5-2,1,1
Fezf2,E,Krtap8-1,1,1
Fezf2,E,Lce1e,1,1
Fezf2,E,Lce1g,1,1
Fezf2,E,Lhx1,1,1
Fezf2,E,Lhx2,1,1
Fezf2,E,Lingo2,1,1
Fezf2,E,Lman1l,1,1
Fezf2,E,Lrfn2,1,1
Fezf2,E,Lrrc10,1,1
Fezf2,E,Lrtm2,1,1
Fezf2,E,Ly6h,1,1
Fezf2,E,Mar-11,1,1
Fezf2,E,Mar-04,1,1
Fezf2,E,Mbl2,1,1
Fezf2,E,Mmd2,1,1
Fezf2,E,Ms4a3,1,1
Fezf2,E,Mt4,1,1
Fezf2,E,Myod1,1,1
Fezf2,E,Myog,1,1
Fezf2,E,Nell1,1,1
Fezf2,E,Neurod2,1,1
Fezf2,E,Neurod6,1,1
Fezf2,E,Ngb,1,1
Fezf2,E,Nkx2-2,1,1
Fezf2,E,Npy,1,1
Fezf2,E,Nr0b1,1,1
Fezf2,E,Nr2e1,1,1
Fezf2,E,Nrsn1,1,1
Fezf2,E,Ntsr2,1,1
Fezf2,E,Nxph1,1,1
Fezf2,E,Olfm3,1,1
Fezf2,E,Olig2,1,1
Fezf2,E,Opalin,1,1
Fezf2,E,Olfr317,1,1
Fezf2,E,Olfr322,1,1
Fezf2,E,Otos,1,1
Fezf2,E,Otx1,1,1
Fezf2,E,Otx2,1,1
Fezf2,E,Padi3,1,1
Fezf2,E,Pak7,1,1
Fezf2,E,Paqr9,1,1
Fezf2,E,Pax2,1,1
Fezf2,E,Pcdh8,1,1
Fezf2,E,Pdcl2,1,1
Fezf2,E,Pdha2,1,1
Fezf2,E,Pdyn,1,1
Fezf2,E,Pgk2,1,1
Fezf2,E,Pglyrp4,1,1
Fezf2,E,Pirt,1,1
Fezf2,E,Pklr,1,1
Fezf2,E,Plcz1,1,1
Fezf2,E,Plppr5,1,1
Fezf2,E,Pmch,1,1
Fezf2,E,Pou3f3,1,1
Fezf2,E,Pou3f4,1,1
Fezf2,E,Ppp1r17,1,1
Fezf2,E,Ppp1r3a,1,1
Fezf2,E,Prodh2,1,1
Fezf2,E,Prr9,1,1
Fezf2,E,Prtn3,1,1
Fezf2,E,Psg21,1,1
Fezf2,E,Psg23,1,1
Fezf2,E,Ceacam11,1,1
Fezf2,E,Psg29,1,1
Fezf2,E,Ceacam13,1,1
Fezf2,E,Ceacam3,1,1
Fezf2,E,Psg16,1,1
Fezf2,E,Psg22,1,1
Fezf2,E,Psg17,1,1
Fezf2,E,Ceacam5,1,1
Fezf2,E,Psg25,1,1
Fezf2,E,Ceacam14,1,1
Fezf2,E,Psg19,1,1
Fezf2,E,Psg27,1,1
Fezf2,E,Psg20,1,1
Fezf2,E,Psg28,1,1
Fezf2,E,Ceacam12,1,1
Fezf2,E,Psg26,1,1
Fezf2,E,Psg18,1,1
Fezf2,E,Pth,1,1
Fezf2,E,Rit2,1,1
Fezf2,E,Rlbp1,1,1
Fezf2,E,Rnf113a1,1,1
Fezf2,E,Rnf113a2,1,1
Fezf2,E,Rpl10l,1,1
Fezf2,E,Rptn,1,1
Fezf2,E,Rundc3a,1,1
Fezf2,E,Saa4,1,1
Fezf2,E,Sall3,1,1
Fezf2,E,Sbsn,1,1
Fezf2,E,Svs3b,1,1
Fezf2,E,Svs3a,1,1
Fezf2,E,Svs2,1,1
Fezf2,E,Serpina7,1,1
Fezf2,E,Serpinb11,1,1
Fezf2,E,Serpinb3d,1,1
Fezf2,E,Serpinb3c,1,1
Fezf2,E,Serpinb3b,1,1
Fezf2,E,Serpinb3a,1,1
Fezf2,E,Sfta2,1,1
Fezf2,E,Shd,1,1
Fezf2,E,Sim1,1,1
Fezf2,E,Six6,1,1
Fezf2,E,Slc12a3,1,1
Fezf2,E,Slc13a2,1,1
Fezf2,E,Slc17a6,1,1
Fezf2,E,Slc22a6,1,1
Fezf2,E,Slc32a1,1,1
Fezf2,E,Slc39a12,1,1
Fezf2,E,Slco1b2,1,1
Fezf2,E,Slco6c1,1,1
Fezf2,E,Slco6d1,1,1
Fezf2,E,Slitrk1,1,1
Fezf2,E,Sntg1,1,1
Fezf2,E,Sohlh1,1,1
Fezf2,E,Sost,1,1
Fezf2,E,Spaca1,1,1
Fezf2,E,Spaca7,1,1
Fezf2,E,Spata16,1,1
Fezf2,E,Spata3,1,1
Fezf2,E,Spata31d1c,1,1
Fezf2,E,Spata31d1b,1,1
Fezf2,E,Spata31d1a,1,1
Fezf2,E,Spata31d1d,1,1
Fezf2,E,Spem1,1,1
Fezf2,E,Spert,1,1
Fezf2,E,Spink4,1,1
Fezf2,E,Sppl2c,1,1
Fezf2,E,Sprr4,1,1
Fezf2,E,Spz1,1,1
Fezf2,E,Sst,1,1
Fezf2,E,Sstr3,1,1
Fezf2,E,Stmn4,1,1
Fezf2,E,Syce3,1,1
Fezf2,E,Tbata,1,1
Fezf2,E,Tbc1d21,1,1
Fezf2,E,Tbr1,1,1
Fezf2,E,Tex33,1,1
Fezf2,E,Tex37,1,1
Fezf2,E,Theg,1,1
Fezf2,E,Tlx1,1,1
Fezf2,E,Tmco5,1,1
Fezf2,E,Tmem132d,1,1
Fezf2,E,Tmem229a,1,1
Fezf2,E,Tmem235,1,1
Fezf2,E,Trpd52l3,1,1
Fezf2,E,Trh,1,1
Fezf2,E,Trim15,1,1
Fezf2,E,Umod,1,1
Fezf2,E,Unc5d,1,1
Fezf2,E,Unc93a2,1,1
Fezf2,E,Unc93a,1,1
Fezf2,E,Uncx,1,1
Fezf2,E,Vstm2a,1,1
Fezf2,E,Vstm2b,1,1
Fezf2,E,Wnt7a,1,1
Fezf2,E,Zbbx,1,1
Fezf2,E,Zdhhc22,1,1
Fezf2,E,Zic3,1,1
Fezf2,E,Zic5,1,1
Fezf2,E,Znrf4,1,1
Figla,E,Acaa2,1,1
Figla,E,Acbd4,1,1
Figla,E,Acot6,1,1
Figla,E,Acss3,1,1
Figla,E,Acvr2b,1,1
Figla,E,Adap1,1,1
Figla,E,Add1,1,1
Figla,E,Adgb,1,1
Figla,E,Afap1l2,1,1
Figla,E,Agxt2,1,1
Figla,E,Ajuba,1,1
Figla,E,Akap13,1,1
Figla,E,Akna,1,1
Figla,E,Alkbh8,1,1
Figla,E,Alms1,1,1
Figla,E,Alpk1,1,1
Figla,E,Alx3,1,1
Figla,E,Ankrd6,1,1
Figla,E,Ano2,1,1
Figla,E,Ap4b1,1,1
Figla,E,Ap4m1,1,1
Figla,E,Arhgap9,1,1
Figla,E,Arhgef26,1,1
Figla,E,Arl4a,1,1
Figla,E,Armcx4,1,1
Figla,E,Arsg,1,1
Figla,E,Aspdh,1,1
Figla,E,Atf7ip2,1,1
Figla,E,Atoh7,1,1
Figla,E,Atp6v1c1,1,1
Figla,E,Atp8b4,1,1
Figla,E,Aup1,1,1
Figla,E,B3galt5,1,1
Figla,E,Baalc,1,1
Figla,E,Baiap2l2,1,1
Figla,E,Bbs7,1,1
Figla,E,Bcar1,1,1
Figla,E,Btbd1,1,1
Figla,E,CN725425,1,1
Figla,E,1700125H20Rik,1,1
Figla,E,4930433I11Rik,1,1
Figla,E,4930539E08Rik,1,1
Figla,E,Cabin1,1,1
Figla,E,Camta2,1,1
Figla,E,Carm1,1,1
Figla,E,Carmil1,1,1
Figla,E,Ccdc113,1,1
Figla,E,Ccdc150,1,1
Figla,E,Ccdc159,1,1
Figla,E,Ccdc54,1,1
Figla,E,Ccdc88c,1,1
Figla,E,Ccsap,1,1
Figla,E,Cct3,1,1
Figla,E,Cdc42se2,1,1
Figla,E,Cdh9,1,1
Figla,E,Cdipt,1,1
Figla,E,Cecr2,1,1
Figla,E,Cela3b,1,1
Figla,E,Cela3a,1,1
Figla,E,Celsr1,1,1
Figla,E,Cep126,1,1
Figla,E,Cep162,1,1
Figla,E,Cep41,1,1
Figla,E,Ces4a,1,1
Figla,E,Chchd3,1,1
Figla,E,Chmp1a,1,1
Figla,E,Chmp1b,1,1
Figla,E,Chpt1,1,1
Figla,E,Chrna1,1,1
Figla,E,Chrna3,1,1
Figla,E,Cisd1,1,1
Figla,E,Ckap5,1,1
Figla,E,Clnk,1,1
Figla,E,Clptm1l,1,1
Figla,E,Cntrob,1,1
Figla,E,Col4a4,1,1
Figla,E,Coq8a,1,1
Figla,E,Cox19,1,1
Figla,E,Cpeb1,1,1
Figla,E,Cpt1c,1,1
Figla,E,Cstl1,1,1
Figla,E,Cyb5r3,1,1
Figla,E,Dcdc2c,1,1
Figla,E,Dchs2,1,1
Figla,E,Dclk2,1,1
Figla,E,Dclre1c,1,1
Figla,E,Ddx58,1,1
Figla,E,Def8,1,1
Figla,E,Dennd4c,1,1
Figla,E,Deup1,1,1
Figla,E,Dip2c,1,1
Figla,E,Dlat,1,1
Figla,E,Dmkn,1,1
Figla,E,Dmrta1,1,1
Figla,E,Dnah10,1,1
Figla,E,Dnah8,1,1
Figla,E,Dnajc11,1,1
Figla,E,Dnmt1,1,1
Figla,E,Dnph1,1,1
Figla,E,Dntt,1,1
Figla,E,Dock2,1,1
Figla,E,Donson,1,1
Figla,E,Dpf3,1,1
Figla,E,Dsg1b,1,1
Figla,E,Dsg1a,1,1
Figla,E,Dsg1c,1,1
Figla,E,Dtl,1,1
Figla,E,Dusp14,1,1
Figla,E,Eaf2,1,1
Figla,E,Ears2,1,1
Figla,E,Edn2,1,1
Figla,E,Efcab12,1,1
Figla,E,Eif2ak4,1,1
Figla,E,Elmo2,1,1
Figla,E,Elp3,1,1
Figla,E,Emb,1,1
Figla,E,Emc1,1,1
Figla,E,Emsy,1,1
Figla,E,Enpp7,1,1
Figla,E,Epb41l4a,1,1
Figla,E,Erbb3,1,1
Figla,E,Erc1,1,1
Figla,E,Ergic3,1,1
Figla,E,Esr1,1,1
Figla,E,Exph5,1,1
Figla,E,Fam192a,1,1
Figla,E,Fam25c,1,1
Figla,E,Fam76a,1,1
Figla,E,Faxc,1,1
Figla,E,Fblim1,1,1
Figla,E,Fbxw5,1,1
Figla,E,Fbxw8,1,1
Figla,E,Fetub,1,1
Figla,E,Fezf2,1,1
Figla,E,Fgf9,1,1
Figla,E,Fgfr1,1,1
Figla,E,Fiz1,1,1
Figla,E,Fndc3a,1,1
Figla,E,Fsd1,1,1
Figla,E,Fut10,1,1
Figla,E,Galr3,1,1
Figla,E,Gatm,1,1
Figla,E,Gcnt2,1,1
Figla,E,Gcnt4,1,1
Figla,E,Glb1l2,1,1
Figla,E,Glis1,1,1
Figla,E,Glyctk,1,1
Figla,E,Gngt1,1,1
Figla,E,Gnpda1,1,1
Figla,E,Gpr146,1,1
Figla,E,Gpr50,1,1
Figla,E,Gpx2,1,1
Figla,E,Grb7,1,1
Figla,E,Grm7,1,1
Figla,E,Gtf3a,1,1
Figla,E,Guca1a,1,1
Figla,E,Hace1,1,1
Figla,E,Hdgfl1,1,1
Figla,E,Hectd3,1,1
Figla,E,Hepacam2,1,1
Figla,E,Hid1,1,1
Figla,E,Higd1c,1,1
Figla,E,Hmcn1,1,1
Figla,E,Hmga1b,1,1
Figla,E,Hmga1,1,1
Figla,E,Hmgn2,1,1
Figla,E,Hoxd9,1,1
Figla,E,Hpd,1,1
Figla,E,Hsd17b13,1,1
Figla,E,Hsd3b7,1,1
Figla,E,Htra2,1,1
Figla,E,Hyi,1,1
Figla,E,Hyls1,1,1
Figla,E,Ift122,1,1
Figla,E,Igsf11,1,1
Figla,E,Ikzf1,1,1
Figla,E,Il17rd,1,1
Figla,E,Il7r,1,1
Figla,E,Impg2,1,1
Figla,E,Inppl1,1,1
Figla,E,Ints1,1,1
Figla,E,Ints6,1,1
Figla,E,Ipmk,1,1
Figla,E,Iqcg,1,1
Figla,E,Isoc2a,1,1
Figla,E,Isoc2b,1,1
Figla,E,Itgb2,1,1
Figla,E,Itgb2l,1,1
Figla,E,Kat14,1,1
Figla,E,Kbtbd8,1,1
Figla,E,Kcnk4,1,1
Figla,E,Kcnn4,1,1
Figla,E,Kdm5c,1,1
Figla,E,Kdm8,1,1
Figla,E,E330009J07Rik,1,1
Figla,E,E130308A19Rik,1,1
Figla,E,Kif15,1,1
Figla,E,Kif18b,1,1
Figla,E,Kif6,1,1
Figla,E,Kif9,1,1
Figla,E,Kifc3,1,1
Figla,E,Klhl12,1,1
Figla,E,Krt79,1,1
Figla,E,Krtap5-2,1,1
Figla,E,Krtap4-16,1,1
Figla,E,Krtap4-7,1,1
Figla,E,Krtap7-1,1,1
Figla,E,Lck,1,1
Figla,E,Lcmt2,1,1
Figla,E,Limch1,1,1
Figla,E,Lmf1,1,1
Figla,E,Lonrf3,1,1
Figla,E,Lrrc43,1,1
Figla,E,Lrrc8c,1,1
Figla,E,Lrrn3,1,1
Figla,E,Lrsam1,1,1
Figla,E,Tomt,1,1
Figla,E,Ly6g5c,1,1
Figla,E,Ly9,1,1
Figla,E,Map3k4,1,1
Figla,E,Map3k5,1,1
Figla,E,Mapk10,1,1
Figla,E,Mcm7,1,1
Figla,E,Mecp2,1,1
Figla,E,Metap1d,1,1
Figla,E,Mgat4a,1,1
Figla,E,Mgst1,1,1
Figla,E,Mlf1,1,1
Figla,E,Mlip,1,1
Figla,E,Mrpl2,1,1
Figla,E,Mrps15,1,1
Figla,E,Mrps26,1,1
Figla,E,Msr1,1,1
Figla,E,Mthfr,1,1
Figla,E,Mx2,1,1
Figla,E,Mx1,1,1
Figla,E,Myadml2,1,1
Figla,E,Mybpc2,1,1
Figla,E,Myof,1,1
Figla,E,Naa25,1,1
Figla,E,Naa35,1,1
Figla,E,Ncan,1,1
Figla,E,Neb,1,1
Figla,E,Neil2,1,1
Figla,E,Nhs,1,1
Figla,E,Nphp3,1,1
Figla,E,Npnt,1,1
Figla,E,Nrxn1,1,1
Figla,E,Ntmt1,1,1
Figla,E,Nudt7,1,1
Figla,E,Nutm2,1,1
Figla,E,Nxn,1,1
Figla,E,Oaz1,1,1
Figla,E,Ocrl,1,1
Figla,E,Olfr1505,1,1
Figla,E,Olfr1502,1,1
Figla,E,Olfr1499,1,1
Figla,E,Pabpc1l,1,1
Figla,E,Pbxip1,1,1
Figla,E,Pcdh15,1,1
Figla,E,Pcnt,1,1
Figla,E,Pcsk7,1,1
Figla,E,Pdcd2,1,1
Figla,E,Pdia2,1,1
Figla,E,Pdia6,1,1
Figla,E,Pdyn,1,1
Figla,E,Pglyrp2,1,1
Figla,E,Pgm3,1,1
Figla,E,Pgr,1,1
Figla,E,Phactr3,1,1
Figla,E,Pik3c2b,1,1
Figla,E,Piwil2,1,1
Figla,E,Pld5,1,1
Figla,E,Plek,1,1
Figla,E,Plod2,1,1
Figla,E,Pls3,1,1
Figla,E,Plxnb1,1,1
Figla,E,Plxnd1,1,1
Figla,E,Pnpla1,1,1
Figla,E,Poli,1,1
Figla,E,Pou2f1,1,1
Figla,E,Ppm1a,1,1
Figla,E,Ppp1r3b,1,1
Figla,E,Pprc1,1,1
Figla,E,Prkcg,1,1
Figla,E,Prrt4,1,1
Figla,E,Prss38,1,1
Figla,E,Ptges2,1,1
Figla,E,Ptp4a1,1,1
Figla,E,Pus10,1,1
Figla,E,R3hdm1,1,1
Figla,E,Rab9,1,1
Figla,E,Rabggta,1,1
Figla,E,Rad54l,1,1
Figla,E,Rasa4,1,1
Figla,E,Rasgrp4,1,1
Figla,E,Rdh14,1,1
Figla,E,Rimbp3,1,1
Figla,E,Rnf25,1,1
Figla,E,Rpl18a,1,1
Figla,E,Rps6ka1,1,1
Figla,E,Rusc2,1,1
Figla,E,Ryr2,1,1
Figla,E,Samd4,1,1
Figla,E,Sbf2,1,1
Figla,E,Scn10a,1,1
Figla,E,Sec16b,1,1
Figla,E,Sephs1,1,1
Figla,E,Serpina11,1,1
Figla,E,Serpinb1a,1,1
Figla,E,Serpinb1c,1,1
Figla,E,Serpinb1b,1,1
Figla,E,Setd2,1,1
Figla,E,Sh3tc1,1,1
Figla,E,Shf,1,1
Figla,E,Sipa1l1,1,1
Figla,E,Slc17a1,1,1
Figla,E,Slc26a10,1,1
Figla,E,Slc34a3,1,1
Figla,E,Slc45a4,1,1
Figla,E,Slc9c1,1,1
Figla,E,Slco1b2,1,1
Figla,E,Smad3,1,1
Figla,E,Smad7,1,1
Figla,E,Smtnl2,1,1
Figla,E,Smug1,1,1
Figla,E,Snca,1,1
Figla,E,Sncaip,1,1
Figla,E,Sphk2,1,1
Figla,E,Sppl2b,1,1
Figla,E,Sptbn1,1,1
Figla,E,Sstr2,1,1
Figla,E,Stmn4,1,1
Figla,E,Strn4,1,1
Figla,E,Syne1,1,1
Figla,E,Taf5l,1,1
Figla,E,Tbc1d22a,1,1
Figla,E,Tbcb,1,1
Figla,E,Tcf3,1,1
Figla,E,Tead2,1,1
Figla,E,Tead3,1,1
Figla,E,Tecpr2,1,1
